KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	310	-	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	363	379	-	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	315	337	-	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	Pfam	PF01024	Colicin pore forming domain	196	353	2.8E-5	T	21-08-2026	IPR000293	Channel forming colicin, C-terminal cytotoxic	GO:0016020(InterPro)|GO:0031640(InterPro)|GO:0050829(InterPro)|GO:0140911(InterPro)	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	341	362	-	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	SUPERFAMILY	SSF56837	Colicin	132	376	5.89E-52	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	335	340	-	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	311	334	-	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	PRINTS	PR00280	Channel forming colicin signature	222	237	3.1E-10	T	21-08-2026	IPR000293	Channel forming colicin, C-terminal cytotoxic	GO:0016020(InterPro)|GO:0031640(InterPro)|GO:0050829(InterPro)|GO:0140911(InterPro)	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	PRINTS	PR00280	Channel forming colicin signature	241	257	3.1E-10	T	21-08-2026	IPR000293	Channel forming colicin, C-terminal cytotoxic	GO:0016020(InterPro)|GO:0031640(InterPro)|GO:0050829(InterPro)|GO:0140911(InterPro)	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	PRINTS	PR00280	Channel forming colicin signature	299	312	3.1E-10	T	21-08-2026	IPR000293	Channel forming colicin, C-terminal cytotoxic	GO:0016020(InterPro)|GO:0031640(InterPro)|GO:0050829(InterPro)|GO:0140911(InterPro)	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	MobiDBLite	mobidb-lite	consensus disorder prediction	13	29	-	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	342	364	-	T	21-08-2026	-	-	-	-
KaerA	231b43165615c6fa6fe3481e8d1dd98b	379	Gene3D	G3DSA:1.10.490.30	Colicin	160	375	6.2E-69	T	21-08-2026	IPR038283	Channel forming colicin, C-terminal domain superfamily	-	-
Pyocin_L1	169e0bd7f160d46fcd8cd0ed1d5f60ec	256	SMART	SM00108	blect_4	8	108	2.1E-4	T	21-08-2026	IPR001480	Bulb-type lectin domain	-	-
Pyocin_L1	169e0bd7f160d46fcd8cd0ed1d5f60ec	256	SMART	SM00108	blect_4	123	228	0.0052	T	21-08-2026	IPR001480	Bulb-type lectin domain	-	-
Pyocin_L1	169e0bd7f160d46fcd8cd0ed1d5f60ec	256	Gene3D	G3DSA:2.90.10.10	-	118	199	1.2E-107	T	21-08-2026	IPR036426	Bulb-type lectin domain superfamily	-	-
Pyocin_L1	169e0bd7f160d46fcd8cd0ed1d5f60ec	256	Gene3D	G3DSA:2.90.10.30	-	5	242	1.2E-107	T	21-08-2026	-	-	-	-
Pyocin_L1	169e0bd7f160d46fcd8cd0ed1d5f60ec	256	SUPERFAMILY	SSF51110	alpha-D-mannose-specific plant lectins	14	110	8.12E-15	T	21-08-2026	IPR036426	Bulb-type lectin domain superfamily	-	-
Pyocin_L1	169e0bd7f160d46fcd8cd0ed1d5f60ec	256	ProSiteProfiles	PS50927	Bulb-type lectin domain profile.	2	168	9.192648	T	21-08-2026	IPR001480	Bulb-type lectin domain	-	-
Pyocin_L1	169e0bd7f160d46fcd8cd0ed1d5f60ec	256	SUPERFAMILY	SSF51110	alpha-D-mannose-specific plant lectins	125	217	1.92E-16	T	21-08-2026	IPR036426	Bulb-type lectin domain superfamily	-	-
KvarM	b5c3ba5212bdd75cf02f4bea394819f3	276	Gene3D	G3DSA:1.20.1440.280	-	2	146	4.7E-55	T	21-08-2026	-	-	-	-
KvarM	b5c3ba5212bdd75cf02f4bea394819f3	276	Gene3D	G3DSA:3.30.450.400	Colicin M, catalytic domain	147	276	2.2E-43	T	21-08-2026	-	-	-	-
KvarM	b5c3ba5212bdd75cf02f4bea394819f3	276	Pfam	PF14859	Colicin M	22	275	1.8E-64	T	21-08-2026	IPR028056	Colicin M	GO:0042742(InterPro)	-
